map_id,x,y,map_symbol,base_terrain,has_building,has_road,has_rubble,has_survivor,survivor_id,passable,source
KENTO_CITY_BLOCK_001,0,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,0,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,1,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,1,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,1,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,1,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,1,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,1,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,1,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,1,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,1,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,1,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,2,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,2,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,2,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,2,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,2,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,2,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,2,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,2,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,2,█,urban,true,false,true,false,,false,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,2,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,3,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,3,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,3,T,urban,false,false,true,true,Survivor-T1,false,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,3,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,3,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,3,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,3,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,3,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,3,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,3,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,4,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,4,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,4,█,urban,false,false,true,false,,false,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,4,V,urban,false,false,false,true,Survivor-V1,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,4,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,4,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,4,.,urban,true,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,4,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,4,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,4,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,5,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,5,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,5,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,5,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,5,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,5,T,urban,true,false,true,true,Survivor-T2,false,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,5,█,urban,true,false,true,false,,false,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,5,█,urban,false,false,true,false,,false,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,5,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,5,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,6,V,urban,false,true,false,true,Survivor-V2,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,6,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,7,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,7,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,7,.,urban,false,true,false,false,,true,seed_disaster_grid
